,Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - GBP,Flow,Covid,Online Shop,Next Day Close
0,2024-03-28,0.043776453989653547,0.5192727272727273,0.29815264829504085,0.04962847086429409,0.04360721442885773,0.04312034496275971,0.07818002503603111,0.025141156368310276,0.09035468707396238,76,3,4.665
1,2024-03-27,0.04824423890891988,0.5385454545454545,0.33704231448831923,0.045522096206491974,0.04444889779559119,0.04308114464915719,0.13478687787545243,0.047275125826974886,0.09880972873593352,76,3,4.673
2,2024-03-26,0.04855776767518419,0.5667272727272725,0.39555302106221507,0.04614782948768087,0.04597194388777556,0.052410819286554305,0.1805555931724733,0.0662953765426339,0.1132294572454679,76,3,4.526
3,2024-03-25,0.042796676595077576,0.5114545454545457,0.2826000604535213,0.048807195932733666,0.042565130260521056,0.04186593492747942,0.12892073712013613,0.04412564205947114,0.09368413029807021,76,3,4.683
4,2024-03-22,0.048949678633014554,0.5247272727272727,0.30981707131819014,0.05162299569808371,0.04765531062124248,0.045903567228537834,0.06348528315156797,0.020291022487647723,0.10725513239909812,76,3,4.767
5,2024-03-21,0.05224173067878979,0.5581818181818184,0.3766398845863973,0.0543605788032851,0.05398797595190383,0.05335162681301453,0.08864077745946138,0.031114997852299896,0.11440315455781497,76,3,4.667
6,2024-03-20,0.04832262110048596,0.5501818181818181,0.360755389836205,0.0470864294094642,0.04476953907815631,0.042649941199529584,0.04315864207530412,0.012184267951775487,0.10433827541072743,76,3,4.611
7,2024-03-19,0.046127919736635825,0.5380000000000001,0.3358992408776821,0.045326554556120446,0.04296593186372746,0.041042728341826734,0.10711753238810517,0.03626399265237241,0.0993748705321077,76,3,4.622
8,2024-03-18,0.04655902179024923,0.5458181818181819,0.3519025500661969,0.04743840438013297,0.04701402805611224,0.04688357506860055,0.0641103055234673,0.020334935223327574,0.11082730655730133,76,3,4.59
9,2024-03-15,0.04530490672519202,0.5341818181818182,0.3281240109176983,0.04825967931169339,0.04617234468937875,0.04570756566052528,0.19969989995689222,0.07201354648410216,0.10366745074545508,76,3,4.622
10,2024-03-14,0.04655902179024923,0.5227272727272728,0.3055067157033328,0.0504106374657802,0.04432865731462926,0.04535476283810269,0.05972826807424374,0.01839845834252763,0.12475371652471046,76,3,4.717
11,2024-03-13,0.05028217588963785,0.5494545454545454,0.35904746519145536,0.049080954243253816,0.04689378757515031,0.044061152489219935,0.27940992500536743,0.1041428842124299,0.13139172838068203,76,3,4.665
12,2024-03-12,0.04824423890891988,0.5576363636363636,0.3763106922152316,0.04665623777864686,0.04472945891783567,0.04539396315170521,0.08642876849474394,0.029063050467749936,0.10164721273228483,76,3,4.568
13,2024-03-11,0.04444270261796518,0.5552727272727274,0.3720300650148248,0.03977317168556904,0.04076152304609221,0.04362994903959233,0.09153944360747819,0.030310391860511543,0.09213529466158127,76,3,4.484
14,2024-03-08,0.04115065057218997,0.522,0.30300540437365875,0.04524833789597185,0.039519038076152285,0.03849470795766366,0.06855269677554043,0.021009278572469405,0.08228724163714857,76,3,4.583
15,2024-03-07,0.045030569054710756,0.5770909090909093,0.41969415033136664,0.03543214704732106,0.03559118236472947,0.043786750294002336,0.151821290376749,0.0518279364664604,0.08962882024900498,76,3,4.379
16,2024-03-06,0.037035585514970965,0.5283636363636363,0.31532137724876785,0.036840046929996095,0.03595190380761523,0.03727949823598589,0.08855366887802903,0.027789905315280132,0.07398219523581817,76,3,4.443
17,2024-03-05,0.03954381564508541,0.5387272727272728,0.33728006181311143,0.03859992178333985,0.03787575150300604,0.03724029792238337,0.13909769124926954,0.04671494308072937,0.08315102472676378,76,3,4.45
18,2024-03-04,0.03981815331556671,0.48363636363636364,0.22852235061598886,0.05021509581540867,0.03671342685370743,0.043551548412387314,0.3950640983738438,0.14682638325079178,0.09741979456325028,76,3,4.76
19,2024-03-01,0.05196739300830849,0.4756363636363637,0.22151342629216877,0.06671881110676575,0.05322645290581163,0.061387691101528835,0.19907743960209384,0.07711569539176033,0.13866670727592245,76,3,5.114
20,2024-02-29,0.06584104091550397,0.5776363636363637,0.41216216898508995,0.0637465780211185,0.05731462925851702,0.07040376323010583,0.23294166923905382,0.09411214755415728,0.16112790584979697,76,3,4.907
21,2024-02-28,0.057728484088415105,0.5343636363636363,0.329228759690388,0.059327336722721946,0.051503006012024066,0.05346922775382204,0.1285399481784461,0.0474854118727927,0.13408648433590203,76,3,4.938
22,2024-02-27,0.05894340805768927,0.5441818181818183,0.3479800566884897,0.06073523660539695,0.057835671342685385,0.05582124656997256,0.1723308960742651,0.066321444035152,0.14856288096427778,76,3,4.915
23,2024-02-26,0.058042012854679415,0.47290909090909095,0.22046660340339216,0.07078607743449356,0.05707414829659321,0.06483731869854958,0.12234063539927315,0.04597015649030242,0.12901052931983864,76,3,5.284
24,2024-02-23,0.07250352719862047,0.5498181818181818,0.35764114267910396,0.07094251075479077,0.06765531062124247,0.06773814190513525,0.1400192488004819,0.056637934319379295,0.14307859323285949,76,3,5.23
25,2024-02-22,0.07038720802633641,0.5472727272727274,0.35316112172378894,0.07031677747360188,0.0685370741482966,0.06805174441395531,0.10305076944327587,0.040550543946827805,0.1261357646180693,76,3,5.19
26,2024-02-21,0.06881956419501489,0.5167272727272729,0.29878257469628117,0.073914743840438,0.07054108216432864,0.06969815758526068,0.056322249339749886,0.02027777007093365,0.11352818395534486,76,3,5.318
27,2024-02-20,0.07383602445524373,0.5349090909090909,0.331008989265667,0.0750879937426672,0.07406813627254508,0.06938455507644062,0.04141460383419768,0.014041792603897336,0.12067263483798185,76,3,5.346
28,2024-02-19,0.07493337513716883,0.5374545454545454,0.3355021902219427,0.073914743840438,0.07110220440881765,0.06922775382203056,0.08442109869394955,0.03297264011849721,0.12613660753758066,76,3,5.36
29,2024-02-16,0.07548205047813136,0.5345454545454547,0.330447169122899,0.07954634337113806,0.073186372745491,0.07306938455507647,0.046367714895223386,0.016338643833325683,0.1367020862004198,76,3,5.39
30,2024-02-15,0.07665778335162249,0.5512727272727274,0.35988565296608666,0.07892061008994916,0.07831663326653307,0.07549980399843198,0.14393525533904233,0.06078874927977087,0.1427850169384559,76,3,5.328
31,2024-02-14,0.07422793541307415,0.5639999999999998,0.38344588796058954,0.06922174423152133,0.06973947895791585,0.06993335946687576,0.18326591446332585,0.07514940326646208,0.12472362206526538,76,3,5.196
32,2024-02-13,0.06905471076971309,0.5087272727272729,0.28513925546296337,0.07375831052014079,0.06749498997995992,0.06891415131321049,0.04213716585715466,0.01393177211030023,0.10279230209270224,76,3,5.368
33,2024-02-12,0.07579557924439567,0.5829090909090907,0.4186673617273579,0.06906531091122409,0.07014028056112226,0.07393179145433162,0.06164326605647227,0.02299824378318478,0.10822662634662383,76,3,5.132
34,2024-02-09,0.06654648063959867,0.5178181818181821,0.3002351107777305,0.07219397731716856,0.06797595190380762,0.06718933751470013,0.06657873579974571,0.02450467729591598,0.10034905916503623,76,3,5.254
35,2024-02-08,0.07132779432512931,0.5483636363636365,0.3550870706468973,0.06789206100899489,0.06893787575150301,0.07001176009408075,0.06822955321862181,0.025464264856700634,0.10863258173464807,76,3,5.208
36,2024-02-07,0.06952500391910957,0.5272727272727272,0.31727581208758854,0.07266327727806021,0.0707815631262525,0.06718933751470013,0.044826917810711006,0.015246784030969629,0.10009046843581398,76,3,5.278
37,2024-02-06,0.07226838062392221,0.5487272727272726,0.3556779024237068,0.07078607743449356,0.06685370741482966,0.06577812622500978,0.068925726465439,0.025713431058026127,0.10587916357301713,76,3,5.23
38,2024-02-05,0.07038720802633641,0.572727272727273,0.40096849445415517,0.06554556120453658,0.06709418837675352,0.06726773814190512,0.07086623481794416,0.026620019042677398,0.0972699046875467,76,3,5.05
